country_lc,country_en,country_code,postal_code,region1_lc,region1_en,region2_lc,region2_en,region3_lc,region3_en,region4_lc,region4_en,timezone,utc,latitude,longitude
Mali,Mali,ML,,,Kayes,,Diéma,,Lakamane,,Dieoura,Africa/Bamako,UTC +0.0,14.4035481522317,-9.82570328515933
Mali,Mali,ML,,,Kayes,,Diéma,,Lakamane,,Lakamane,Africa/Bamako,UTC +0.0,14.619767911161,-9.89485441368641
Mali,Mali,ML,,,Kayes,,Diéma,,Lakamane,,Sansankide,Africa/Bamako,UTC +0.0,14.4108212524401,-10.0107232769395
Mali,Mali,ML,,,Kayes,,Kayes,,Ambidedi,,Faleme,Africa/Bamako,UTC +0.0,14.4639295253214,-12.0752260788063
Mali,Mali,ML,,,Kayes,,Kayes,,Ambidedi,,Fegui,Africa/Bamako,UTC +0.0,14.6080294362051,-12.1205006561137
Mali,Mali,ML,,,Kayes,,Kayes,,Ambidedi,,Guidimakan Keri Kaff,Africa/Bamako,UTC +0.0,14.7445562659912,-11.7834676345476
Mali,Mali,ML,,,Kayes,,Kayes,,Ambidedi,,Kemene Tambo,Africa/Bamako,UTC +0.0,14.4902641609722,-11.8723737800111
Mali,Mali,ML,,,Kayes,,Kayes,,Ambidedi,,Sony,Africa/Bamako,UTC +0.0,14.6621058819264,-12.0485570198875
Mali,Mali,ML,,,Kayes,,Kayes,,Ambidedi,,Tafacirga,Africa/Bamako,UTC +0.0,14.7201126261708,-12.1653349185517
Mali,Mali,ML,,,Kayes,,Kayes,,Aourou,,Djelebou,Africa/Bamako,UTC +0.0,15.0022810599062,-11.6243236730161
Mali,Mali,ML,,,Kayes,,Kayes,,Aourou,,Karakoro,Africa/Bamako,UTC +0.0,15.2140332609652,-11.6618025520666
Mali,Mali,ML,,,Kayes,,Kayes,,Aourou,,Sahel,Africa/Bamako,UTC +0.0,15.4666101961525,-11.5544700513241
Mali,Mali,ML,,,Kayes,,Kayes,,Diadioumbera,,Sero Diamanou,Africa/Bamako,UTC +0.0,14.7930278217489,-11.0651463990496
Mali,Mali,ML,,,Kayes,,Kayes,,Diamou,,Diamou,Africa/Bamako,UTC +0.0,14.0361071485722,-11.1672483720889
Mali,Mali,ML,,,Kayes,,Kayes,,Kayes,,Bangassi,Africa/Bamako,UTC +0.0,14.7058516095796,-11.5112164315425
Mali,Mali,ML,,,Kayes,,Kayes,,Kayes,,Colimbine,Africa/Bamako,UTC +0.0,14.4703100615819,-11.1992801135911
Mali,Mali,ML,,,Kayes,,Kayes,,Kayes,,Gory Gopela,Africa/Bamako,UTC +0.0,14.6411488325167,-11.3621364246304
Mali,Mali,ML,,,Kayes,,Kayes,,Kayes,,Goumera,Africa/Bamako,UTC +0.0,14.5789283275935,-11.2555412925376
Mali,Mali,ML,,,Kayes,,Kayes,,Kayes,,Kayes Commune,Africa/Bamako,UTC +0.0,14.4454703006326,-11.4378726624321
Mali,Mali,ML,,,Kayes,,Kayes,,Kayes,,Khouloum,Africa/Bamako,UTC +0.0,14.4885181939952,-11.348209682848
Mali,Mali,ML,,,Kayes,,Kayes,,Kayes,,Liberte Dembaya,Africa/Bamako,UTC +0.0,14.3894139681038,-11.5070804302866
Mali,Mali,ML,,,Kayes,,Kayes,,Koussane,,Koussane,Africa/Bamako,UTC +0.0,15.1306427337265,-11.2667406411007
Mali,Mali,ML,,,Kayes,,Kayes,,Lontou,,Hawa Dembaya,Africa/Bamako,UTC +0.0,14.3564791293426,-11.3757813824755
Mali,Mali,ML,,,Kayes,,Kayes,,Lontou,,Logo,Africa/Bamako,UTC +0.0,14.2844144067868,-11.2827828180879
Mali,Mali,ML,,,Kayes,,Kayes,,Sadiola,,Sadiola,Africa/Bamako,UTC +0.0,13.9467642398773,-11.7062184693873
Mali,Mali,ML,,,Kayes,,Kayes,,Same,,Same Diomboma,Africa/Bamako,UTC +0.0,14.4210647571753,-11.7426846750545
Mali,Mali,ML,,,Kayes,,Kayes,,Same,,Somankidy,Africa/Bamako,UTC +0.0,14.5320188123422,-11.6039659961636
Mali,Mali,ML,,,Kayes,,Kayes,,Segala,,Koniakary,Africa/Bamako,UTC +0.0,14.5963301592369,-10.916751745427
Mali,Mali,ML,,,Kayes,,Kayes,,Segala,,Marena Diombougou,Africa/Bamako,UTC +0.0,14.5830331343912,-11.0988568423951
Mali,Mali,ML,,,Kayes,,Kayes,,Segala,,Marintoumania,Africa/Bamako,UTC +0.0,14.6292872777192,-10.8666177253877
Mali,Mali,ML,,,Kayes,,Kayes,,Segala,,Segala,Africa/Bamako,UTC +0.0,14.3865589717448,-10.9636574421651
Mali,Mali,ML,,,Kayes,,Kéniéba,,Dialafara,,Dialafara,Africa/Bamako,UTC +0.0,13.411788207979,-11.5095587640914
Mali,Mali,ML,,,Kayes,,Kéniéba,,Dombia,,Baye-Ken,Africa/Bamako,UTC +0.0,12.7930054675492,-10.8564665332071
Mali,Mali,ML,,,Kayes,,Kéniéba,,Dombia,,Dombia,Africa/Bamako,UTC +0.0,12.7658899039952,-11.0726596489457
Mali,Mali,ML,,,Kayes,,Kéniéba,,Falea,,Falea,Africa/Bamako,UTC +0.0,12.2537206436116,-11.2522239068514
Mali,Mali,ML,,,Kayes,,Kéniéba,,Faraba,,Faraba-Ken,Africa/Bamako,UTC +0.0,12.3681804632695,-10.9079332223391
Mali,Mali,ML,,,Kayes,,Kéniéba,,Faraba,,Kroukoto,Africa/Bamako,UTC +0.0,12.5481754907591,-10.4874862022134
Mali,Mali,ML,,,Kayes,,Kéniéba,,Faraba,,Sagalo,Africa/Bamako,UTC +0.0,12.1632123496648,-10.6246390359829
Mali,Mali,ML,,,Kayes,,Kéniéba,,Kassama,,Kassama,Africa/Bamako,UTC +0.0,13.1126089383928,-11.051129453159
Mali,Mali,ML,,,Kayes,,Kéniéba,,Kéniéba,,Dabia,Africa/Bamako,UTC +0.0,12.571735567299,-11.1175642641395
Mali,Mali,ML,,,Kayes,,Kéniéba,,Kéniéba,,Guenegore,Africa/Bamako,UTC +0.0,12.6583096393235,-10.9478253333727
Mali,Mali,ML,,,Kayes,,Kéniéba,,Kéniéba,,Kenieba,Africa/Bamako,UTC +0.0,12.7319600894661,-11.2783290584322
Mali,Mali,ML,,,Kayes,,Kéniéba,,Kéniéba,,Sitakily,Africa/Bamako,UTC +0.0,13.0784572143147,-11.2765515741872
Mali,Mali,ML,,,Kayes,,Kita,,Djidian,,Djidian,Africa/Bamako,UTC +0.0,13.2521372909972,-9.37543217481657
Mali,Mali,ML,,,Kayes,,Kita,,Djidian,,Namala Guimba,Africa/Bamako,UTC +0.0,13.5585925405174,-9.34210968200938
Mali,Mali,ML,,,Kayes,,Kita,,Djidian,,Saboula,Africa/Bamako,UTC +0.0,13.4956153128019,-9.58314648844388
Mali,Mali,ML,,,Kayes,,Kita,,Djidian,,Souransan Tomoto,Africa/Bamako,UTC +0.0,13.3503781222162,-9.47891912387961
Mali,Mali,ML,,,Kayes,,Kita,,Kita,,Badia,Africa/Bamako,UTC +0.0,12.9523226188721,-9.36581628818695
Mali,Mali,ML,,,Kayes,,Kita,,Kita,,Bendougouba,Africa/Bamako,UTC +0.0,13.045380255748,-9.34237628876628
Mali,Mali,ML,,,Kayes,,Kita,,Kita,,Benkadi Founia,Africa/Bamako,UTC +0.0,12.8978115188097,-9.47242495460081
Mali,Mali,ML,,,Kayes,,Kita,,Kita,,Boudofo,Africa/Bamako,UTC +0.0,13.1567551597461,-9.59851921850256
Mali,Mali,ML,,,Kayes,,Kita,,Kita,,Kita Commune,Africa/Bamako,UTC +0.0,13.0406691786999,-9.48643780739423
Mali,Mali,ML,,,Kayes,,Kita,,Kita,,Kita Nord,Africa/Bamako,UTC +0.0,13.1208520076699,-9.43748924343171
Mali,Mali,ML,,,Kayes,,Kita,,Kita,,Kita Ouest,Africa/Bamako,UTC +0.0,13.0166208510148,-9.63263429828384
Mali,Mali,ML,,,Kayes,,Kita,,Kokofata,,Bougarybaya,Africa/Bamako,UTC +0.0,12.8314575186951,-9.76832848850175
Mali,Mali,ML,,,Kayes,,Kita,,Kokofata,,Kokofata,Africa/Bamako,UTC +0.0,12.7128218550418,-10.0895824491358
Mali,Mali,ML,,,Kayes,,Kita,,Kokofata,,Tambaga,Africa/Bamako,UTC +0.0,13.0063247090815,-9.82360676040919
Mali,Mali,ML,,,Kayes,,Kita,,Sagabari,,Gadougou 1,Africa/Bamako,UTC +0.0,12.5367831345448,-9.83447991206437
Mali,Mali,ML,,,Kayes,,Kita,,Sagabari,,Gadougou 2,Africa/Bamako,UTC +0.0,12.5037143441016,-9.52352563261032
Mali,Mali,ML,,,Kayes,,Kita,,Sagabari,,Koulou,Africa/Bamako,UTC +0.0,12.2505283497613,-9.96083381740686
Mali,Mali,ML,,,Kayes,,Kita,,Sebekoro,,Kassaro,Africa/Bamako,UTC +0.0,12.9785348116957,-8.74947882968605
Mali,Mali,ML,,,Kayes,,Kita,,Sebekoro,,Kotouba,Africa/Bamako,UTC +0.0,13.4552565755291,-8.65841890626707
Mali,Mali,ML,,,Kayes,,Kita,,Sebekoro,,Madina,Africa/Bamako,UTC +0.0,13.712285262989,-8.93749008169094
Mali,Mali,ML,,,Kayes,,Kita,,Sebekoro,,Sebekoro,Africa/Bamako,UTC +0.0,13.0915517567342,-9.07869443033245
Mali,Mali,ML,,,Kayes,,Kita,,Sefeto,,Dindako,Africa/Bamako,UTC +0.0,13.9565206224505,-9.48513948854661
Mali,Mali,ML,,,Kayes,,Kita,,Sefeto,,Djougoun,Africa/Bamako,UTC +0.0,14.1162658498958,-9.67287337575545
Mali,Mali,ML,,,Kayes,,Kita,,Sefeto,,Guemoukouraba,Africa/Bamako,UTC +0.0,14.1210510046309,-9.20893998661064
Mali,Mali,ML,,,Kayes,,Kita,,Sefeto,,Kourounikoto,Africa/Bamako,UTC +0.0,13.8237986321093,-9.70835782402568
Mali,Mali,ML,,,Kayes,,Kita,,Sefeto,,Sefeto Nord,Africa/Bamako,UTC +0.0,14.2311481754357,-9.71071304803498
Mali,Mali,ML,,,Kayes,,Kita,,Sefeto,,Sefeto Ouest,Africa/Bamako,UTC +0.0,13.9219977346711,-9.95575760067434
Mali,Mali,ML,,,Kayes,,Kita,,Sirakoro,,Makano,Africa/Bamako,UTC +0.0,12.6812854184127,-8.93158547678896
Mali,Mali,ML,,,Kayes,,Kita,,Sirakoro,,Senko,Africa/Bamako,UTC +0.0,12.8414376767876,-9.2643463456116
Mali,Mali,ML,,,Kayes,,Kita,,Sirakoro,,Sirakoro,Africa/Bamako,UTC +0.0,12.6211051020168,-9.23603608657087
Mali,Mali,ML,,,Kayes,,Kita,,Toukoto,,Kobri,Africa/Bamako,UTC +0.0,13.0866465260106,-10.0153529265365
Mali,Mali,ML,,,Kayes,,Kita,,Toukoto,,Niantanso,Africa/Bamako,UTC +0.0,13.2150169130458,-10.1333978520889
Mali,Mali,ML,,,Kayes,,Kita,,Toukoto,,Toukoto,Africa/Bamako,UTC +0.0,13.3651781637742,-9.82119777663465
Mali,Mali,ML,,,Kayes,,Nioro,,Gavinane,,Diaye Coura,Africa/Bamako,UTC +0.0,15.1965256418111,-10.0111920486602
Mali,Mali,ML,,,Kayes,,Nioro,,Gavinane,,Gavinane,Africa/Bamako,UTC +0.0,15.1430547330072,-9.85126931576726
Mali,Mali,ML,,,Kayes,,Nioro,,Gavinane,,Youri,Africa/Bamako,UTC +0.0,15.1154801352822,-9.79737775809885
Mali,Mali,ML,,,Kayes,,Nioro,,Gogui,,Gogui,Africa/Bamako,UTC +0.0,15.4949845061342,-9.32641944409798
Mali,Mali,ML,,,Kayes,,Nioro,,Korera-Kore,,Korera Kore,Africa/Bamako,UTC +0.0,15.0201600051328,-8.9257322211306
Mali,Mali,ML,,,Kayes,,Nioro,,Nioro,,Guetema,Africa/Bamako,UTC +0.0,15.1102948162149,-9.55077306719829
Mali,Mali,ML,,,Kayes,,Nioro,,Nioro,,Kadiaba Kadiel,Africa/Bamako,UTC +0.0,15.1633875669054,-9.67978558838654
Mali,Mali,ML,,,Kayes,,Nioro,,Nioro,,Nioro Commune,Africa/Bamako,UTC +0.0,15.2232924716977,-9.58788009074798
Mali,Mali,ML,,,Kayes,,Nioro,,Nioro,,Nioro Tougoune Ranga,Africa/Bamako,UTC +0.0,15.3345202755927,-9.6356660437736
Mali,Mali,ML,,,Kayes,,Nioro,,Nioro,,Yerere,Africa/Bamako,UTC +0.0,15.2917703981521,-9.45317870580569
Mali,Mali,ML,,,Kayes,,Nioro,,Sandare,,Sandare,Africa/Bamako,UTC +0.0,14.8256996206798,-10.2031997176158
Mali,Mali,ML,,,Kayes,,Nioro,,Simbi,,Simbi,Africa/Bamako,UTC +0.0,14.8798650566896,-9.65786060537711
Mali,Mali,ML,,,Kayes,,Nioro,,Trongoumbe,,Baniere Kore,Africa/Bamako,UTC +0.0,15.2849307121993,-9.09383769346331
Mali,Mali,ML,,,Kayes,,Nioro,,Trongoumbe,,Diabigue,Africa/Bamako,UTC +0.0,15.1841172606326,-9.22499687797472
Mali,Mali,ML,,,Kayes,,Nioro,,Trongoumbe,,Diarra,Africa/Bamako,UTC +0.0,15.3761822886461,-9.21446672209542
Mali,Mali,ML,,,Kayes,,Nioro,,Trongoumbe,,Troungoumbe,Africa/Bamako,UTC +0.0,15.2860737886092,-9.25622330705435
Mali,Mali,ML,,,Kayes,,Yélimané,,Kirane,,Kirane Kaniaga,Africa/Bamako,UTC +0.0,15.2582021223605,-10.2026114648022
Mali,Mali,ML,,,Kayes,,Yélimané,,Kirane,,Kremis,Africa/Bamako,UTC +0.0,15.3786891922237,-10.4629850079646
Mali,Mali,ML,,,Kayes,,Yélimané,,Marena,,Tringa,Africa/Bamako,UTC +0.0,14.7315532800236,-10.6638104100069
Mali,Mali,ML,,,Kayes,,Yélimané,,Tambacara,,Diafounou Diongaga,Africa/Bamako,UTC +0.0,15.1123019551371,-10.9596920990537
Mali,Mali,ML,,,Kayes,,Yélimané,,Tambacara,,Diafounou Gory,Africa/Bamako,UTC +0.0,14.9986619887756,-10.7959316810988
Mali,Mali,ML,,,Kayes,,Yélimané,,Tambacara,,Konsiga,Africa/Bamako,UTC +0.0,14.9879641324997,-10.995958266762
Mali,Mali,ML,,,Kayes,,Yélimané,,Tambacara,,Marekaffo,Africa/Bamako,UTC +0.0,15.0009169988031,-10.9125242803601
Mali,Mali,ML,,,Kayes,,Yélimané,,Yelimane-Central,,Fanga,Africa/Bamako,UTC +0.0,15.0846426116902,-10.3726661805834
Mali,Mali,ML,,,Kayes,,Yélimané,,Yelimane-Central,,Gory,Africa/Bamako,UTC +0.0,15.1404414226637,-10.706146010228
Mali,Mali,ML,,,Kayes,,Yélimané,,Yelimane-Central,,Guidime,Africa/Bamako,UTC +0.0,15.1385392126292,-10.5498427550819
Mali,Mali,ML,,,Kayes,,Yélimané,,Yelimane-Central,,Soumpou,Africa/Bamako,UTC +0.0,14.9284285991661,-10.4792481370575
Mali,Mali,ML,,,Kayes,,Yélimané,,Yelimane-Central,,Toya,Africa/Bamako,UTC +0.0,15.1448748775324,-10.7183559319765
Mali,Mali,ML,,,Kidal,,Abeïbara,,Abeibara,,Abeibara,Africa/Bamako,UTC +0.0,19.3451251418907,1.84726334774927
Mali,Mali,ML,,,Kidal,,Abeïbara,,Bouressa,,Boghassa,Africa/Bamako,UTC +0.0,20.0472427727705,1.92013997449435
Mali,Mali,ML,,,Kidal,,Abeïbara,,Tinzawatene,,Tinzawatene,Africa/Bamako,UTC +0.0,19.4852963330076,2.79232729329302
Mali,Mali,ML,,,Kidal,,Kidal,,Anefif,,Anefif,Africa/Bamako,UTC +0.0,18.0836123994648,0.857277501281234
Mali,Mali,ML,,,Kidal,,Kidal,,Essouk,,Essouk,Africa/Bamako,UTC +0.0,18.893157429037,1.21823055824569
Mali,Mali,ML,,,Kidal,,Kidal,,Kidal,,Kidal,Africa/Bamako,UTC +0.0,18.2902296982737,1.5108618431214
Mali,Mali,ML,,,Kidal,,Tessalit,,Adjelhoc,,Adjelhoc,Africa/Bamako,UTC +0.0,19.1008050375321,0.740777540764797
Mali,Mali,ML,,,Kidal,,Tessalit,,Tessalit,,Tessalit,Africa/Bamako,UTC +0.0,20.6605017595932,0.390731517828218
Mali,Mali,ML,,,Kidal,,Tessalit,,Timtaghene,,Timtaghene,Africa/Bamako,UTC +0.0,19.7084664133264,-0.62979474265289
Mali,Mali,ML,,,Kidal,,Tin-Essako,,Abiyou,,Abiyou,Africa/Bamako,UTC +0.0,18.4689878484098,2.12318338272966
Mali,Mali,ML,,,Kidal,,Tin-Essako,,Tinessako,,Tinessako,Africa/Bamako,UTC +0.0,18.5653404095289,2.81155448749789
Mali,Mali,ML,,,Kidal,,Tin-Essako,,Tinesserine,,Tinesserine,Africa/Bamako,UTC +0.0,18.5266175354263,3.7862192575867
Mali,Mali,ML,,,Koulikoro,,Banamba,,Banamba-Central,,Banamba,Africa/Bamako,UTC +0.0,13.59065764568,-7.43696593954003
Mali,Mali,ML,,,Koulikoro,,Banamba,,Banamba-Central,,Ben Kadi,Africa/Bamako,UTC +0.0,13.5519620489444,-7.59254858840243
Mali,Mali,ML,,,Koulikoro,,Banamba,,Boron,,Boron,Africa/Bamako,UTC +0.0,14.0739432291555,-7.53650220286728
Mali,Mali,ML,,,Koulikoro,,Banamba,,Madina-Sako,,Madina Sacko,Africa/Bamako,UTC +0.0,13.7897112555744,-7.52891349040612
Mali,Mali,ML,,,Koulikoro,,Banamba,,Sebete,,Sebete,Africa/Bamako,UTC +0.0,14.1837177573649,-6.98692110081264
Mali,Mali,ML,,,Koulikoro,,Banamba,,Sebete,,Toubacoro,Africa/Bamako,UTC +0.0,13.9919571318555,-7.03322306785167
Mali,Mali,ML,,,Koulikoro,,Banamba,,Toubakoura,,Duguwolowula,Africa/Bamako,UTC +0.0,13.4318800764821,-7.32400653692016
Mali,Mali,ML,,,Koulikoro,,Banamba,,Toukouroba,,Kiban,Africa/Bamako,UTC +0.0,13.5941725532156,-7.26738585487527
Mali,Mali,ML,,,Koulikoro,,Banamba,,Toukouroba,,Toukoroba,Africa/Bamako,UTC +0.0,13.6905767488995,-7.09734894145976
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Banco,,Banco,Africa/Bamako,UTC +0.0,12.091069146399,-6.47447043697752
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Banco,,N'Golobougou,Africa/Bamako,UTC +0.0,12.1478243080555,-6.70266405032125
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Beleko,,Benkadi-Dio,Africa/Bamako,UTC +0.0,12.3587571602062,-6.45341320054519
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Beleko,,Diedougou-Dio,Africa/Bamako,UTC +0.0,12.4549120248861,-6.34589299264766
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Beleko,,Dolendougou,Africa/Bamako,UTC +0.0,12.5999621664766,-6.4862618018851
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Beleko,,Jekafo,Africa/Bamako,UTC +0.0,12.3170660803331,-6.38435537337561
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Dioïla,,Degnekoro,Africa/Bamako,UTC +0.0,12.3090555509252,-6.67110592467837
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Dioïla,,Kaladougou,Africa/Bamako,UTC +0.0,12.5125741315441,-6.84431640387531
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Dioïla,,Kemekafo,Africa/Bamako,UTC +0.0,12.1716695638029,-6.97246981915538
Mali,Mali,ML,,,Koulikoro,,Dioïla,,Dioïla,,Kilidougou,Africa/Bamako,UTC +0.0,12.4298310361172,-6.6011312636767
