country_lc,country_en,country_code,postal_code,region1_lc,region1_en,region2_lc,region2_en,region3_lc,region3_en,region4_lc,region4_en,timezone,utc,latitude,longitude
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Ofua,,Bacere,Africa/Kampala,UTC +3.0 ,3.30094959919883,31.8076393344195
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Ofua,,Itirikwa,Africa/Kampala,UTC +3.0 ,3.15720232469027,31.7417675740031
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Ofua,,Odu,Africa/Kampala,UTC +3.0 ,3.19464182996725,31.8051998119355
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Ofua,,Subbe,Africa/Kampala,UTC +3.0 ,3.2822554803716,31.7625504786634
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Ofua,,Tianyu,Africa/Kampala,UTC +3.0 ,3.32019874467925,31.7772692844005
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Ofua,,Zoka,Africa/Kampala,UTC +3.0 ,3.0709009886364,31.7049781462522
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Pakelle,,Ataboo Central,Africa/Kampala,UTC +3.0 ,3.39445247115878,31.8662950575365
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Pakelle,,Boroli,Africa/Kampala,UTC +3.0 ,3.28666806268057,31.8766997628561
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Pakelle,,Fuda,Africa/Kampala,UTC +3.0 ,3.29452354925344,31.8432313526192
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Pakelle,,Lewa,Africa/Kampala,UTC +3.0 ,3.19365206700252,31.9112439993879
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Pakelle,,Meliaderi,Africa/Kampala,UTC +3.0 ,3.36361432213262,31.8906246476407
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Pakelle,,Pereci,Africa/Kampala,UTC +3.0 ,3.36659141553256,31.8281857564361
Uganda,Uganda,UG,,,Adjumani,,East Moyo,,Pakelle,,Zoka Fr,Africa/Kampala,UTC +3.0 ,3.03829551875538,31.8661464217295
Uganda,Uganda,UG,,,Apac,,Kole,,Aboke,,Akwiridid,Africa/Kampala,UTC +3.0 ,2.37976693202496,32.6656877938871
Uganda,Uganda,UG,,,Apac,,Kole,,Aboke,,Apach,Africa/Kampala,UTC +3.0 ,2.4352450128138,32.7520096226293
Uganda,Uganda,UG,,,Apac,,Kole,,Aboke,,Apuru,Africa/Kampala,UTC +3.0 ,2.35406741004167,32.7161787274553
Uganda,Uganda,UG,,,Apac,,Kole,,Aboke,,Ogwangacuma,Africa/Kampala,UTC +3.0 ,2.32451259607232,32.6676622366628
Uganda,Uganda,UG,,,Apac,,Kole,,Aboke,,Opeta,Africa/Kampala,UTC +3.0 ,2.4268683993414,32.7159863205919
Uganda,Uganda,UG,,,Apac,,Kole,,Akalo,,Abeli,Africa/Kampala,UTC +3.0 ,2.1636262237252,32.8826380666305
Uganda,Uganda,UG,,,Apac,,Kole,,Akalo,,Adyang,Africa/Kampala,UTC +3.0 ,2.17830256431548,32.8287520069561
Uganda,Uganda,UG,,,Apac,,Kole,,Akalo,,Adyeda,Africa/Kampala,UTC +3.0 ,2.12435422792723,32.8176554698643
Uganda,Uganda,UG,,,Apac,,Kole,,Akalo,,Bar-Akalo,Africa/Kampala,UTC +3.0 ,2.1168420442482,32.8796349561382
Uganda,Uganda,UG,,,Apac,,Kole,,Alito,,Adelogo,Africa/Kampala,UTC +3.0 ,2.41295149722562,32.8736094100972
Uganda,Uganda,UG,,,Apac,,Kole,,Alito,,Alito,Africa/Kampala,UTC +3.0 ,2.46825689805122,32.8121267389717
Uganda,Uganda,UG,,,Apac,,Kole,,Alito,,Apala,Africa/Kampala,UTC +3.0 ,2.35827363756621,32.7675025155017
Uganda,Uganda,UG,,,Apac,,Kole,,Alito,,Ayala,Africa/Kampala,UTC +3.0 ,2.41326880469479,32.7999987810291
Uganda,Uganda,UG,,,Apac,,Kole,,Alito,,Ayara,Africa/Kampala,UTC +3.0 ,2.36340092699913,32.8899108931906
Uganda,Uganda,UG,,,Apac,,Kole,,Alito,,Okwerodot,Africa/Kampala,UTC +3.0 ,2.35042110978609,32.8372644717233
Uganda,Uganda,UG,,,Apac,,Kole,,Alito,,Otkwac,Africa/Kampala,UTC +3.0 ,2.47654067935258,32.8544550913171
Uganda,Uganda,UG,,,Apac,,Kole,,Ayer,,Abur,Africa/Kampala,UTC +3.0 ,2.22380154409956,32.6174509770814
Uganda,Uganda,UG,,,Apac,,Kole,,Ayer,,Alemi,Africa/Kampala,UTC +3.0 ,2.22668313278233,32.6568567632342
Uganda,Uganda,UG,,,Apac,,Kole,,Ayer,,Ayer,Africa/Kampala,UTC +3.0 ,2.28340992956201,32.6969014282941
Uganda,Uganda,UG,,,Apac,,Kole,,Ayer,,Ilera,Africa/Kampala,UTC +3.0 ,2.29663070213082,32.7929014566214
Uganda,Uganda,UG,,,Apac,,Kole,,Ayer,,Okwor,Africa/Kampala,UTC +3.0 ,2.25148590137632,32.702531242991
Uganda,Uganda,UG,,,Apac,,Kole,,Ayer,,Telela,Africa/Kampala,UTC +3.0 ,2.28852798065471,32.7534429455025
Uganda,Uganda,UG,,,Apac,,Kole,,Balla,,Agege I,Africa/Kampala,UTC +3.0 ,2.22884577625674,32.7995299134886
Uganda,Uganda,UG,,,Apac,,Kole,,Balla,,Aumi,Africa/Kampala,UTC +3.0 ,2.22504833010953,32.7524779686691
Uganda,Uganda,UG,,,Apac,,Kole,,Balla,,Bala,Africa/Kampala,UTC +3.0 ,2.19822057029846,32.6929329110814
Uganda,Uganda,UG,,,Apac,,Kole,,Balla,,Omolo-Adyang,Africa/Kampala,UTC +3.0 ,2.15705417020554,32.6756200386351
Uganda,Uganda,UG,,,Apac,,Kole,,Balla,,Omuge,Africa/Kampala,UTC +3.0 ,2.1773763172182,32.7772876423303
Uganda,Uganda,UG,,,Apac,,Kole,,Balla,,Omwara,Africa/Kampala,UTC +3.0 ,2.16497011887027,32.7377626243799
Uganda,Uganda,UG,,,Apac,,Kwania,,Abongomola,,Abany,Africa/Kampala,UTC +3.0 ,1.99377352643271,32.7767738675434
Uganda,Uganda,UG,,,Apac,,Kwania,,Abongomola,,Abwong,Africa/Kampala,UTC +3.0 ,2.05147544718811,32.8531446297175
Uganda,Uganda,UG,,,Apac,,Kwania,,Abongomola,,Acungi,Africa/Kampala,UTC +3.0 ,1.99571352043328,32.8155243234142
Uganda,Uganda,UG,,,Apac,,Kwania,,Abongomola,,Akali,Africa/Kampala,UTC +3.0 ,2.07358812446486,32.8035019341739
Uganda,Uganda,UG,,,Apac,,Kwania,,Abongomola,,Amorigoga,Africa/Kampala,UTC +3.0 ,1.98703089912763,32.8498095922252
Uganda,Uganda,UG,,,Apac,,Kwania,,Aduku,,Aboko,Africa/Kampala,UTC +3.0 ,1.95516782353781,32.6905859775749
Uganda,Uganda,UG,,,Apac,,Kwania,,Aduku,,Adyeda,Africa/Kampala,UTC +3.0 ,2.03960946563174,32.7221702701908
Uganda,Uganda,UG,,,Apac,,Kwania,,Aduku,,Alira,Africa/Kampala,UTC +3.0 ,2.06029086287869,32.7521838574644
Uganda,Uganda,UG,,,Apac,,Kwania,,Aduku,,Apire,Africa/Kampala,UTC +3.0 ,2.01590202469566,32.6760165461675
Uganda,Uganda,UG,,,Apac,,Kwania,,Aduku,,Ongoceng,Africa/Kampala,UTC +3.0 ,1.97035833648892,32.7388732324653
Uganda,Uganda,UG,,,Apac,,Kwania,,Cawente,,Acenlworo,Africa/Kampala,UTC +3.0 ,1.80440876913632,32.7038389165814
Uganda,Uganda,UG,,,Apac,,Kwania,,Cawente,,Alido,Africa/Kampala,UTC +3.0 ,1.80493990008006,32.6266727397508
Uganda,Uganda,UG,,,Apac,,Kwania,,Cawente,,Atongtidi,Africa/Kampala,UTC +3.0 ,1.89638180307714,32.6595769733592
Uganda,Uganda,UG,,,Apac,,Kwania,,Cawente,,Atule,Africa/Kampala,UTC +3.0 ,1.73764933195005,32.5919483372215
Uganda,Uganda,UG,,,Apac,,Kwania,,Inomo,,Abedmot,Africa/Kampala,UTC +3.0 ,2.10831655687176,32.6854485149499
Uganda,Uganda,UG,,,Apac,,Kwania,,Inomo,,Agwiciri,Africa/Kampala,UTC +3.0 ,2.11048135665981,32.7228153462145
Uganda,Uganda,UG,,,Apac,,Kwania,,Inomo,,Ajok,Africa/Kampala,UTC +3.0 ,2.10994101769515,32.6336096286064
Uganda,Uganda,UG,,,Apac,,Kwania,,Inomo,,Banya,Africa/Kampala,UTC +3.0 ,2.12593544147107,32.7483703888625
Uganda,Uganda,UG,,,Apac,,Kwania,,Inomo,,Inomo,Africa/Kampala,UTC +3.0 ,2.06585539736076,32.66619117885
Uganda,Uganda,UG,,,Apac,,Kwania,,Nambieso,,Abuli,Africa/Kampala,UTC +3.0 ,1.86675140937729,32.8829525090153
Uganda,Uganda,UG,,,Apac,,Kwania,,Nambieso,,Acaba,Africa/Kampala,UTC +3.0 ,1.8529547502854,32.7345173427859
Uganda,Uganda,UG,,,Apac,,Kwania,,Nambieso,,Anwangi,Africa/Kampala,UTC +3.0 ,1.87799106725003,32.7591064841968
Uganda,Uganda,UG,,,Apac,,Kwania,,Nambieso,,Aornga,Africa/Kampala,UTC +3.0 ,1.89655067876036,32.7999895608614
Uganda,Uganda,UG,,,Apac,,Kwania,,Nambieso,,Ayabi,Africa/Kampala,UTC +3.0 ,1.90365791874915,32.9127552907843
Uganda,Uganda,UG,,,Apac,,Kwania,,Nambieso,,Bung,Africa/Kampala,UTC +3.0 ,1.87838047106736,32.8376663207198
Uganda,Uganda,UG,,,Apac,,Kwania,,Nambieso,,Owiny,Africa/Kampala,UTC +3.0 ,1.94534540634299,32.9310881945101
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Akokoro,Africa/Kampala,UTC +3.0 ,1.77609521425711,32.414365948622
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Alaro,Africa/Kampala,UTC +3.0 ,1.68093129097164,32.5029116222272
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Alaro,Africa/Kampala,UTC +3.0 ,1.72504775731758,32.5480848691435
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Amun,Africa/Kampala,UTC +3.0 ,1.83842796938454,32.50121291744
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Apoi,Africa/Kampala,UTC +3.0 ,1.72507102557732,32.4875791143335
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Awila,Africa/Kampala,UTC +3.0 ,1.7889343610963,32.3557618040677
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Ayago,Africa/Kampala,UTC +3.0 ,1.84605557970194,32.4553891163179
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Ayeolyec,Africa/Kampala,UTC +3.0 ,1.70149210738718,32.3215713179974
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Kungu,Africa/Kampala,UTC +3.0 ,1.69882681267349,32.190597856456
Uganda,Uganda,UG,,,Apac,,Maruzi,,Akokoro,,Maruzi Hill Fr,Africa/Kampala,UTC +3.0 ,1.733536011454,32.3503520447188
Uganda,Uganda,UG,,,Apac,,Maruzi,,Apac,,Abedi,Africa/Kampala,UTC +3.0 ,2.02800824535587,32.6044592588585
Uganda,Uganda,UG,,,Apac,,Maruzi,,Apac,,Akere,Africa/Kampala,UTC +3.0 ,1.91224107919064,32.5403817008851
Uganda,Uganda,UG,,,Apac,,Maruzi,,Apac,,Atana,Africa/Kampala,UTC +3.0 ,1.95321510046559,32.6060951412597
Uganda,Uganda,UG,,,Apac,,Maruzi,,Apac,,Atopi,Africa/Kampala,UTC +3.0 ,1.94677617627116,32.4839422750409
Uganda,Uganda,UG,,,Apac,,Maruzi,,Apac,,Eastern Ward,Africa/Kampala,UTC +3.0 ,2.02386534395324,32.51424327253
Uganda,Uganda,UG,,,Apac,,Maruzi,,Apac Tc,,Eastern Ward,Africa/Kampala,UTC +3.0 ,1.97476895834377,32.5445280248253
Uganda,Uganda,UG,,,Apac,,Maruzi,,Apac Tc,,Western Ward,Africa/Kampala,UTC +3.0 ,1.98005561617802,32.5210701601613
Uganda,Uganda,UG,,,Apac,,Maruzi,,Cegere,,Atigo-Lwok,Africa/Kampala,UTC +3.0 ,2.09106855281161,32.5467318729164
Uganda,Uganda,UG,,,Apac,,Maruzi,,Cegere,,Barodilo,Africa/Kampala,UTC +3.0 ,2.13872244895487,32.5820117777383
Uganda,Uganda,UG,,,Apac,,Maruzi,,Cegere,,Cegere,Africa/Kampala,UTC +3.0 ,2.07554292169127,32.4866648581413
Uganda,Uganda,UG,,,Apac,,Maruzi,,Cegere,,Kadilani,Africa/Kampala,UTC +3.0 ,2.05374822677448,32.4085855018734
Uganda,Uganda,UG,,,Apac,,Maruzi,,Cegere,,Teboke,Africa/Kampala,UTC +3.0 ,2.18688464220878,32.5879090170991
Uganda,Uganda,UG,,,Apac,,Maruzi,,Ibuje,,Aganga,Africa/Kampala,UTC +3.0 ,1.75212304170215,32.1895355466629
Uganda,Uganda,UG,,,Apac,,Maruzi,,Ibuje,,Aketo,Africa/Kampala,UTC +3.0 ,1.87369218410782,32.3816352789607
Uganda,Uganda,UG,,,Apac,,Maruzi,,Ibuje,,Alworoceng,Africa/Kampala,UTC +3.0 ,1.99638037074172,32.3846824845338
Uganda,Uganda,UG,,,Apac,,Maruzi,,Ibuje,,Amii,Africa/Kampala,UTC +3.0 ,1.92958734610567,32.417489682449
Uganda,Uganda,UG,,,Apac,,Maruzi,,Ibuje,,Tarogali,Africa/Kampala,UTC +3.0 ,1.8222335434912,32.3120695752118
Uganda,Uganda,UG,,,Apac,,Oyam,,Aber,,Adyegi,Africa/Kampala,UTC +3.0 ,2.11470345545136,32.4013997066373
Uganda,Uganda,UG,,,Apac,,Oyam,,Aber,,Akaka,Africa/Kampala,UTC +3.0 ,2.19585722145683,32.3637070818838
Uganda,Uganda,UG,,,Apac,,Oyam,,Aber,,Atura,Africa/Kampala,UTC +3.0 ,2.13485935240222,32.3505586015037
Uganda,Uganda,UG,,,Apac,,Oyam,,Aber,,Kamdini,Africa/Kampala,UTC +3.0 ,2.26369037543819,32.2918002040873
Uganda,Uganda,UG,,,Apac,,Oyam,,Aber,,Ocini,Africa/Kampala,UTC +3.0 ,2.25105425477082,32.4074744885212
Uganda,Uganda,UG,,,Apac,,Oyam,,Aber,,Pukica,Africa/Kampala,UTC +3.0 ,2.2901903378861,32.3309998581254
Uganda,Uganda,UG,,,Apac,,Oyam,,Aber,,Wirao,Africa/Kampala,UTC +3.0 ,2.19890843345209,32.4374265583398
Uganda,Uganda,UG,,,Apac,,Oyam,,Achaba,,Abanya,Africa/Kampala,UTC +3.0 ,2.40639367616331,32.4742747749136
Uganda,Uganda,UG,,,Apac,,Oyam,,Achaba,,Anyeke,Africa/Kampala,UTC +3.0 ,2.38279172515796,32.531646929795
Uganda,Uganda,UG,,,Apac,,Oyam,,Achaba,,Atekober,Africa/Kampala,UTC +3.0 ,2.36641450395922,32.4569344802148
Uganda,Uganda,UG,,,Apac,,Oyam,,Achaba,,Dogapio,Africa/Kampala,UTC +3.0 ,2.30500891631427,32.4555051107171
Uganda,Uganda,UG,,,Apac,,Oyam,,Achaba,,Obangangeo,Africa/Kampala,UTC +3.0 ,2.33141257747538,32.523324964886
Uganda,Uganda,UG,,,Apac,,Oyam,,Icheme,,Aloni,Africa/Kampala,UTC +3.0 ,2.49303661804903,32.6346647314425
Uganda,Uganda,UG,,,Apac,,Oyam,,Icheme,,Aungu,Africa/Kampala,UTC +3.0 ,2.43637235241824,32.6603190440474
Uganda,Uganda,UG,,,Apac,,Oyam,,Icheme,,Awio,Africa/Kampala,UTC +3.0 ,2.4387577099683,32.5621553197133
Uganda,Uganda,UG,,,Apac,,Oyam,,Icheme,,Omolo,Africa/Kampala,UTC +3.0 ,2.4871249028984,32.5971307502555
Uganda,Uganda,UG,,,Apac,,Oyam,,Icheme,,Orupo,Africa/Kampala,UTC +3.0 ,2.38032733297633,32.5967635046545
Uganda,Uganda,UG,,,Apac,,Oyam,,Loro,,Adigo,Africa/Kampala,UTC +3.0 ,2.13705707695511,32.4800122596358
Uganda,Uganda,UG,,,Apac,,Oyam,,Loro,,Adyeda,Africa/Kampala,UTC +3.0 ,2.26900144481473,32.5467843461455
Uganda,Uganda,UG,,,Apac,,Oyam,,Loro,,Agulurude,Africa/Kampala,UTC +3.0 ,2.29404928374293,32.6159483231291
Uganda,Uganda,UG,,,Apac,,Oyam,,Loro,,Alutkot,Africa/Kampala,UTC +3.0 ,2.20459386336801,32.5060442324815
Uganda,Uganda,UG,,,Apac,,Oyam,,Minakulu,,Aceno,Africa/Kampala,UTC +3.0 ,2.43654519735659,32.4045299442396
Uganda,Uganda,UG,,,Apac,,Oyam,,Minakulu,,Adel,Africa/Kampala,UTC +3.0 ,2.43959116282569,32.3577149086694
Uganda,Uganda,UG,,,Apac,,Oyam,,Minakulu,,Amwa,Africa/Kampala,UTC +3.0 ,2.32967356612373,32.342232728916
Uganda,Uganda,UG,,,Apac,,Oyam,,Minakulu,,Atek,Africa/Kampala,UTC +3.0 ,2.37169913866881,32.3399072554309
Uganda,Uganda,UG,,,Apac,,Oyam,,Minakulu,,Kuluabura,Africa/Kampala,UTC +3.0 ,2.43891195869651,32.2551782394732
Uganda,Uganda,UG,,,Apac,,Oyam,,Minakulu,,Oyoro,Africa/Kampala,UTC +3.0 ,2.41873431665397,32.2996555621063
Uganda,Uganda,UG,,,Apac,,Oyam,,Ngai,,Acut,Africa/Kampala,UTC +3.0 ,2.58657757327186,32.5071382712275
Uganda,Uganda,UG,,,Apac,,Oyam,,Ngai,,Ajerijeri,Africa/Kampala,UTC +3.0 ,2.53204224326064,32.5777409093945
Uganda,Uganda,UG,,,Apac,,Oyam,,Ngai,,Akuca,Africa/Kampala,UTC +3.0 ,2.51430475336511,32.5123231997534
Uganda,Uganda,UG,,,Apac,,Oyam,,Ngai,,Aramita,Africa/Kampala,UTC +3.0 ,2.50848447205234,32.467325458476
Uganda,Uganda,UG,,,Apac,,Oyam,,Ngai,,Bar,Africa/Kampala,UTC +3.0 ,2.54338342596417,32.5547245831142
Uganda,Uganda,UG,,,Apac,,Oyam,,Ngai,,Omac,Africa/Kampala,UTC +3.0 ,2.45098750977387,32.4721224459566
Uganda,Uganda,UG,,,Apac,,Oyam,,Ngai,,Opit Fr,Africa/Kampala,UTC +3.0 ,2.60432661701837,32.5741939516846
Uganda,Uganda,UG,,,Apac,,Oyam,,Otwal,,Acokara,Africa/Kampala,UTC +3.0 ,2.56866875924278,32.6349976756538
Uganda,Uganda,UG,,,Apac,,Oyam,,Otwal,,Ajul,Africa/Kampala,UTC +3.0 ,2.53856555864741,32.7217242597752
Uganda,Uganda,UG,,,Apac,,Oyam,,Otwal,,Alibi,Africa/Kampala,UTC +3.0 ,2.51739370381697,32.7747604925334
Uganda,Uganda,UG,,,Apac,,Oyam,,Otwal,,Amukogungo,Africa/Kampala,UTC +3.0 ,2.53061937587759,32.6760591539148
Uganda,Uganda,UG,,,Apac,,Oyam,,Otwal,,Apach,Africa/Kampala,UTC +3.0 ,2.56543412805836,32.7597355503298
Uganda,Uganda,UG,,,Apac,,Oyam,,Otwal,,Okii,Africa/Kampala,UTC +3.0 ,2.53547697186524,32.6944002472685
Uganda,Uganda,UG,,,Arua,,Arua Municipality,,Arua Hill,,Awindiri,Africa/Kampala,UTC +3.0 ,3.01072971257233,30.9119485478619
Uganda,Uganda,UG,,,Arua,,Arua Municipality,,Arua Hill,,Bazaar,Africa/Kampala,UTC +3.0 ,3.02362552857106,30.911415450522
Uganda,Uganda,UG,,,Arua,,Arua Municipality,,Arua Hill,,Mvara,Africa/Kampala,UTC +3.0 ,3.01575106430148,30.9241580472346
Uganda,Uganda,UG,,,Arua,,Arua Municipality,,Oli River,,Adalafu,Africa/Kampala,UTC +3.0 ,3.03488621750747,30.9077570797057
Uganda,Uganda,UG,,,Arua,,Arua Municipality,,Oli River,,Kenya,Africa/Kampala,UTC +3.0 ,3.02677693339883,30.9038639329818
Uganda,Uganda,UG,,,Arua,,Arua Municipality,,Oli River,,Pangisa,Africa/Kampala,UTC +3.0 ,3.03112956176595,30.9168596775668
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Anyara,Africa/Kampala,UTC +3.0 ,3.06322315820915,30.8229102512378
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Anzu,Africa/Kampala,UTC +3.0 ,3.11439180161606,30.8269519634948
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Kati,Africa/Kampala,UTC +3.0 ,3.0591093241066,30.8695836894011
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Kubo,Africa/Kampala,UTC +3.0 ,3.10041957934418,30.8296377317489
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Mbaraka,Africa/Kampala,UTC +3.0 ,3.08338448401662,30.8134543643863
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Mite,Africa/Kampala,UTC +3.0 ,3.04509712974328,30.7917600468563
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Nyiovura,Africa/Kampala,UTC +3.0 ,3.02000525557347,30.8210426182644
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Olevu,Africa/Kampala,UTC +3.0 ,3.0770226930372,30.8705394881157
Uganda,Uganda,UG,,,Arua,,Ayivu,,Adumi,,Ombaci,Africa/Kampala,UTC +3.0 ,3.051385845561,30.8416421786789
Uganda,Uganda,UG,,,Arua,,Ayivu,,Aroi,,Aliba,Africa/Kampala,UTC +3.0 ,3.11905142955313,30.9138258007268
Uganda,Uganda,UG,,,Arua,,Ayivu,,Aroi,,Alivu,Africa/Kampala,UTC +3.0 ,3.09875610091417,30.8895870424012
Uganda,Uganda,UG,,,Arua,,Ayivu,,Aroi,,Bura,Africa/Kampala,UTC +3.0 ,3.11437822157272,30.8558899075001
Uganda,Uganda,UG,,,Arua,,Ayivu,,Aroi,,Kamule,Africa/Kampala,UTC +3.0 ,3.08840163610609,30.8814550584446
Uganda,Uganda,UG,,,Arua,,Ayivu,,Aroi,,Michu,Africa/Kampala,UTC +3.0 ,3.12234686893844,30.8739301416624
Uganda,Uganda,UG,,,Arua,,Ayivu,,Aroi,,Robu,Africa/Kampala,UTC +3.0 ,3.10784130015936,30.9037608021502
Uganda,Uganda,UG,,,Arua,,Ayivu,,Dadamu,,Arivu,Africa/Kampala,UTC +3.0 ,3.0547674452483,30.901748945802
Uganda,Uganda,UG,,,Arua,,Ayivu,,Dadamu,,Ariwara,Africa/Kampala,UTC +3.0 ,3.03893994930715,30.9301765909207
Uganda,Uganda,UG,,,Arua,,Ayivu,,Dadamu,,Luvu,Africa/Kampala,UTC +3.0 ,3.04264101570912,30.9968774432018
Uganda,Uganda,UG,,,Arua,,Ayivu,,Dadamu,,Odravu,Africa/Kampala,UTC +3.0 ,3.03490152813523,30.9729540997355
Uganda,Uganda,UG,,,Arua,,Ayivu,,Dadamu,,Oduluba,Africa/Kampala,UTC +3.0 ,3.03145515216668,30.9419383501979
Uganda,Uganda,UG,,,Arua,,Ayivu,,Dadamu,,Tanganyika,Africa/Kampala,UTC +3.0 ,3.04341101840803,30.9174220065091
Uganda,Uganda,UG,,,Arua,,Ayivu,,Dadamu,,Yapi,Africa/Kampala,UTC +3.0 ,3.05572486811171,30.9197999187605
Uganda,Uganda,UG,,,Arua,,Ayivu,,Manibe,,Eleku,Africa/Kampala,UTC +3.0 ,3.07335780763545,30.9927296824033
Uganda,Uganda,UG,,,Arua,,Ayivu,,Manibe,,Ewadri,Africa/Kampala,UTC +3.0 ,3.07949747886387,30.9571922575511
