country_lc,country_en,country_code,postal_code,region1_lc,region1_en,region2_lc,region2_en,region3_lc,region3_en,timezone,utc,latitude,longitude
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Basankusu,Basankusu,,,Africa/Kinshasa,UTC +1.0,1.08605705025734,20.0023398651649
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Basankusu (ville),Basankusu (ville),,,Africa/Kinshasa,UTC +1.0,1.23553425734433,19.8231219163963
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Bikoro,Bikoro,,,Africa/Kinshasa,UTC +1.0,-0.810483582068786,18.1866407088571
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Bolomba,Bolomba,,,Africa/Kinshasa,UTC +1.0,0.402000686769007,19.2448760470261
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Bomongo,Bomongo,,,Africa/Kinshasa,UTC +1.0,1.04973551775782,18.2964764884303
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Ingende,Ingende,,,Africa/Kinshasa,UTC +1.0,-0.602176868075668,19.3984782463762
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Lukolela,Lukolela,,,Africa/Kinshasa,UTC +1.0,-1.36870655485114,17.1688789851543
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Makanza,Makanza,,,Africa/Kinshasa,UTC +1.0,1.40148616355683,18.9325145252677
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Équateur,Équateur,Mbandaka,Mbandaka,,,Africa/Kinshasa,UTC +1.0,-0.097598994083974,18.258561502994
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Kambove,Kambove,,,Africa/Lubumbashi,UTC +2.0,-11.2962304631379,26.5901580638816
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Kasenga,Kasenga,,,Africa/Lubumbashi,UTC +2.0,-10.4611125195381,27.9584550717539
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Kipushi,Kipushi,,,Africa/Lubumbashi,UTC +2.0,-11.7986879859999,27.2627787380001
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Kipushi,Kipushi,,,Africa/Lubumbashi,UTC +2.0,-11.5844870070518,27.8768462416401
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Kipushi (ville),Kipushi (ville),,,Africa/Lubumbashi,UTC +2.0,-11.764309465048,27.2485634074234
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Likasi,Likasi,,,Africa/Lubumbashi,UTC +2.0,-10.975634500716,26.7391291398276
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Lubumbashi,Lubumbashi,,,Africa/Lubumbashi,UTC +2.0,-11.6619043034856,27.4669302351304
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Mitwaba,Mitwaba,,,Africa/Lubumbashi,UTC +2.0,-9.20272034691788,27.1939007110429
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Pweto,Pweto,,,Africa/Lubumbashi,UTC +2.0,-8.63945036149088,28.5026169287038
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Katanga,Haut-Katanga,Sakania,Sakania,,,Africa/Lubumbashi,UTC +2.0,-12.5725614574916,28.9260926950972
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Lomami,Haut-Lomami,Bukama,Bukama,,,Africa/Lubumbashi,UTC +2.0,-8.8488526185177,26.1278570459629
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Lomami,Haut-Lomami,Kabongo,Kabongo,,,Africa/Lubumbashi,UTC +2.0,-7.08149819658199,25.5896447228081
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Lomami,Haut-Lomami,Kamina,Kamina,,,Africa/Lubumbashi,UTC +2.0,-8.77027474660731,24.9217689537956
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Lomami,Haut-Lomami,Kamina (ville),Kamina (ville),,,Africa/Lubumbashi,UTC +2.0,-8.73567589581714,25.0009377260925
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Lomami,Haut-Lomami,Kaniama,Kaniama,,,Africa/Lubumbashi,UTC +2.0,-7.86749804324119,24.1546020201096
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Lomami,Haut-Lomami,Malemba-Nkulu,Malemba-Nkulu,,,Africa/Lubumbashi,UTC +2.0,-7.92047491820044,26.8682642083657
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Aba,Aba,,,Africa/Lubumbashi,UTC +2.0,3.85842227540962,30.2381822368067
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Dungu,Dungu,,,Africa/Lubumbashi,UTC +2.0,4.07337486351731,28.4100162251876
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Dungu (ville),Dungu (ville),,,Africa/Lubumbashi,UTC +2.0,3.60337845012572,28.555440531528
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Faradje,Faradje,,,Africa/Lubumbashi,UTC +2.0,3.53391060612397,29.9771813860425
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Isiro,Isiro,,,Africa/Lubumbashi,UTC +2.0,2.76720298392898,27.63698791129
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Niangara,Niangara,,,Africa/Lubumbashi,UTC +2.0,3.51246622155965,27.9016848021312
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Rungu,Rungu,,,Africa/Lubumbashi,UTC +2.0,2.66687466431566,27.6490014706972
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Wamba,Wamba,,,Africa/Lubumbashi,UTC +2.0,2.10668931790095,27.8365913529517
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Wamba (ville),Wamba (ville),,,Africa/Lubumbashi,UTC +2.0,2.14930867156595,28.0157139367583
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Watsa,Watsa,,,Africa/Lubumbashi,UTC +2.0,2.73583081490618,29.2577807616049
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Haut-Uele,Haut-Uele,Watsa (ville),Watsa (ville),,,Africa/Lubumbashi,UTC +2.0,3.05144800606701,29.5517966233163
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Ariwara,Ariwara,,,Africa/Lubumbashi,UTC +2.0,3.13686229886947,30.7069832854693
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Aru,Aru,,,Africa/Lubumbashi,UTC +2.0,3.06885224994466,30.5303704846805
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Aru (ville),Aru (ville),,,Africa/Lubumbashi,UTC +2.0,2.84794331827124,30.8500571053822
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Bunia,Bunia,,,Africa/Lubumbashi,UTC +2.0,1.54607100872212,30.2578245155002
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Djugu,Djugu,,,Africa/Lubumbashi,UTC +2.0,1.90072024373155,30.3818548875161
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Ingbokolo,Ingbokolo,,,Africa/Lubumbashi,UTC +2.0,3.39957461335383,30.7690426759318
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Irumu,Irumu,,,Africa/Lubumbashi,UTC +2.0,1.22816751084803,29.9219605464176
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Mahagi,Mahagi,,,Africa/Lubumbashi,UTC +2.0,2.30550648755116,30.7526661731094
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Mahagi (ville),Mahagi (ville),,,Africa/Lubumbashi,UTC +2.0,2.3392363827943,31.0019395154207
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Mambasa,Mambasa,,,Africa/Lubumbashi,UTC +2.0,1.49353514017055,28.7824023219339
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Ituri,Ituri,Mongwalu,Mongwalu,,,Africa/Lubumbashi,UTC +2.0,1.81781037347498,30.2350526104835
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Dekese,Dekese,,,Africa/Lubumbashi,UTC +2.0,-3.28823546427973,21.3731396941549
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Ilebo,Ilebo,,,Africa/Lubumbashi,UTC +2.0,-5.05076574039405,20.5594549822032
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Ilebo (ville),Ilebo (ville),,,Africa/Lubumbashi,UTC +2.0,-4.27698328903576,20.5743127951521
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Kamonia,Kamonia,,,Africa/Lubumbashi,UTC +2.0,-6.54211734870996,20.7174609043066
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Luebo,Luebo,,,Africa/Lubumbashi,UTC +2.0,-5.66089615293168,21.3753593221586
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Luebo (ville),Luebo (ville),,,Africa/Lubumbashi,UTC +2.0,-5.34645537174028,21.4194139264976
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Mweka,Mweka,,,Africa/Lubumbashi,UTC +2.0,-4.53713123698991,21.6277753306897
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï,Kasaï,Tshikapa,Tshikapa,,,Africa/Lubumbashi,UTC +2.0,-6.41543414371639,20.8194495663315
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Central,Kasaï-Central,Demba,Demba,,,Africa/Lubumbashi,UTC +2.0,-5.34286872149574,22.258150783076
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Central,Kasaï-Central,Dibaya,Dibaya,,,Africa/Lubumbashi,UTC +2.0,-6.37966926679734,22.7788090519272
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Central,Kasaï-Central,Dimbelenge,Dimbelenge,,,Africa/Lubumbashi,UTC +2.0,-5.13285452498241,22.9484806538073
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Central,Kasaï-Central,Kananga,Kananga,,,Africa/Lubumbashi,UTC +2.0,-5.89453706875533,22.46924502848
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Central,Kasaï-Central,Kazumba,Kazumba,,,Africa/Lubumbashi,UTC +2.0,-6.43377163726933,21.9795747724474
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Central,Kasaï-Central,Luiza,Luiza,,,Africa/Lubumbashi,UTC +2.0,-7.33840036378701,22.5559025166316
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Central,Kasaï-Central,Tshimbulu,Tshimbulu,,,Africa/Lubumbashi,UTC +2.0,-6.4788289377501,22.8601199743691
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Kabeya-Kamwanga,Kabeya-Kamwanga,,,Africa/Lubumbashi,UTC +2.0,-5.96557677922391,23.1780890484536
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Katanda,Katanda,,,Africa/Lubumbashi,UTC +2.0,-6.08976977272328,23.8919955065313
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Lukalaba,Lukalaba,,,Africa/Lubumbashi,UTC +2.0,-6.48232264344142,23.6559786613185
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Lupatapata,Lupatapata,,,Africa/Lubumbashi,UTC +2.0,-5.97526783867218,23.5578554930444
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Mbuji-Mayi,Mbuji-Mayi,,,Africa/Lubumbashi,UTC +2.0,-6.11643744500475,23.5958779098979
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Miabi,Miabi,,,Africa/Lubumbashi,UTC +2.0,-6.33029430304763,23.2963560454246
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Miabi (ville),Miabi (ville),,,Africa/Lubumbashi,UTC +2.0,-6.20549464493422,23.3812426757579
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Tshilenge,Tshilenge,,,Africa/Lubumbashi,UTC +2.0,-6.48487480635616,23.6369406343187
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kasaï-Oriental,Kasaï-Oriental,Tshilenge (ville),Tshilenge (ville),,,Africa/Lubumbashi,UTC +2.0,-6.23734822235547,23.7614857079382
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kinshasa,Kinshasa,Kinshasa,Kinshasa,,,Africa/Kinshasa,UTC +1.0,-4.43671015801211,15.9042405029992
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Bangu,Bangu,,,Africa/Kinshasa,UTC +1.0,-5.5538721083823,14.452376832478
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Boma,Boma,,,Africa/Kinshasa,UTC +1.0,-5.81340678194787,13.053488859427
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Inkisi,Inkisi,,,Africa/Kinshasa,UTC +1.0,-5.13920113368547,15.0968901591428
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Kasangulu,Kasangulu,,,Africa/Kinshasa,UTC +1.0,-4.78422904314338,15.346806708782
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Kasangulu (ville),Kasangulu (ville),,,Africa/Kinshasa,UTC +1.0,-4.59246613470002,15.1770437238858
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Kimvula,Kimvula,,,Africa/Kinshasa,UTC +1.0,-5.45373051863907,16.0383631424227
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Lukula,Lukula,,,Africa/Kinshasa,UTC +1.0,-5.39730647863394,12.8397752418896
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Lukula,Lukula,,,Africa/Kinshasa,UTC +1.0,-5.13348083797661,12.5215420768374
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Lukula,Lukula,,,Africa/Kinshasa,UTC +1.0,-5.13265586075984,12.5255419544675
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Lukula (ville),Lukula (ville),,,Africa/Kinshasa,UTC +1.0,-5.36397830193294,12.958839534987
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Luozi,Luozi,,,Africa/Kinshasa,UTC +1.0,-4.81697757484802,13.9501048144072
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Madimba,Madimba,,,Africa/Kinshasa,UTC +1.0,-5.39501098695296,15.5080037180868
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Matadi,Matadi,,,Africa/Kinshasa,UTC +1.0,-5.84591572699105,13.4691973187021
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Mbanza-Ngungu,Mbanza-Ngungu,,,Africa/Kinshasa,UTC +1.0,-5.34459146730817,14.7875963405113
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Mbanza-Ngungu (ville),Mbanza-Ngungu (ville),,,Africa/Kinshasa,UTC +1.0,-5.24659084727087,14.8687497085853
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Moanda,Moanda,,,Africa/Kinshasa,UTC +1.0,-5.77759946390883,12.8098952009535
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Moanda (ville),Moanda (ville),,,Africa/Kinshasa,UTC +1.0,-6.01236537834905,12.4516150525835
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Seke-Banza,Seke-Banza,,,Africa/Kinshasa,UTC +1.0,-5.34267262688059,13.3825320881633
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Songololo,Songololo,,,Africa/Kinshasa,UTC +1.0,-5.53323912799714,14.0700714728552
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Tshela,Tshela,,,Africa/Kinshasa,UTC +1.0,-4.95285165396329,12.9814421510083
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kongo-Central,Kongo-Central,Tshela (ville),Tshela (ville),,,Africa/Kinshasa,UTC +1.0,-4.97675379463275,12.9470548431406
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Feshi,Feshi,,,Africa/Kinshasa,UTC +1.0,-6.29712571675214,18.3199177660827
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Kahemba,Kahemba,,,Africa/Kinshasa,UTC +1.0,-7.30398932961002,19.004783405631
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Kahemba (ville),Kahemba (ville),,,Africa/Kinshasa,UTC +1.0,-7.28397604049502,19.0284404659816
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Kasongo-Lunda,Kasongo-Lunda,,,Africa/Kinshasa,UTC +1.0,-7.04860761484358,17.5896753088988
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Kasongo-Lunda (ville),Kasongo-Lunda (ville),,,Africa/Kinshasa,UTC +1.0,-6.46895022553093,16.8236276740183
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Kenge,Kenge,,,Africa/Kinshasa,UTC +1.0,-5.0239009908792,17.0216239953385
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Kenge (ville),Kenge (ville),,,Africa/Kinshasa,UTC +1.0,-4.84641024377181,17.0137203200167
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwango,Kwango,Popokabaka,Popokabaka,,,Africa/Kinshasa,UTC +1.0,-5.64946285240641,16.5786034094163
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Bagata,Bagata,,,Africa/Kinshasa,UTC +1.0,-3.90486907825378,17.711131888893
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Bandundu,Bandundu,,,Africa/Kinshasa,UTC +1.0,-3.31633573299357,17.4451920580429
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Bulungu,Bulungu,,,Africa/Kinshasa,UTC +1.0,-4.65929022059998,18.6913439052524
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Bulungu (ville),Bulungu (ville),,,Africa/Kinshasa,UTC +1.0,-4.54861295673331,18.602554693968
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Dibaya-Lubwe,Dibaya-Lubwe,,,Africa/Kinshasa,UTC +1.0,-4.155299897512,19.8619581163841
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Gungu,Gungu,,,Africa/Kinshasa,UTC +1.0,-5.77027783064739,19.275167308239
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Gungu (ville),Gungu (ville),,,Africa/Kinshasa,UTC +1.0,-5.79834161568258,19.3408052223979
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Idiofa,Idiofa,,,Africa/Kinshasa,UTC +1.0,-4.67416377516506,19.5270006020128
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Idiofa (ville),Idiofa (ville),,,Africa/Kinshasa,UTC +1.0,-5.03004851351932,19.606359269528
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Kikwit,Kikwit,,,Africa/Kinshasa,UTC +1.0,-5.05785376809098,18.8028614694781
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Mangai,Mangai,,,Africa/Kinshasa,UTC +1.0,-4.05940479683069,19.5319563737265
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Masi-Manimba,Masi-Manimba,,,Africa/Kinshasa,UTC +1.0,-5.10722715445225,17.9801073087984
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Kwilu,Kwilu,Masi-Manimba (ville),Masi-Manimba (ville),,,Africa/Kinshasa,UTC +1.0,-4.77447418850433,17.8916329588411
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Kabinda,Kabinda,,,Africa/Lubumbashi,UTC +2.0,-6.13020349599422,24.6386121377556
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Kabinda (ville),Kabinda (ville),,,Africa/Lubumbashi,UTC +2.0,-6.13349607921241,24.4894432195063
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Kamiji,Kamiji,,,Africa/Lubumbashi,UTC +2.0,-6.70259837335332,23.2270258803741
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Lubao,Lubao,,,Africa/Lubumbashi,UTC +2.0,-5.55888364928577,25.4329577934248
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Lubao (ville),Lubao (ville),,,Africa/Lubumbashi,UTC +2.0,-5.36174047269424,25.7559082612076
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Luilu,Luilu,,,Africa/Lubumbashi,UTC +2.0,-7.34408973120605,23.6027403525072
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Mwene-Ditu,Mwene-Ditu,,,Africa/Lubumbashi,UTC +2.0,-6.98662992189264,23.4765819090288
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Ngandajika,Ngandajika,,,Africa/Lubumbashi,UTC +2.0,-6.72096358582787,24.2617206210579
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lomami,Lomami,Ngandajika (ville),Ngandajika (ville),,,Africa/Lubumbashi,UTC +2.0,-6.75142118797077,23.9644107921013
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lualaba,Lualaba,Dilolo,Dilolo,,,Africa/Lubumbashi,UTC +2.0,-10.5434069103336,23.2317598641214
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lualaba,Lualaba,Kapanga,Kapanga,,,Africa/Lubumbashi,UTC +2.0,-8.41181745322971,22.7980711832518
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lualaba,Lualaba,Kasaji,Kasaji,,,Africa/Lubumbashi,UTC +2.0,-10.3605502906895,23.4549037416449
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lualaba,Lualaba,Kolwezi,Kolwezi,,,Africa/Lubumbashi,UTC +2.0,-10.7501499343272,25.4852218746187
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lualaba,Lualaba,Lubudi,Lubudi,,,Africa/Lubumbashi,UTC +2.0,-10.2253037970395,26.1370602706871
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lualaba,Lualaba,Mutshatsha,Mutshatsha,,,Africa/Lubumbashi,UTC +2.0,-10.7694842795198,25.0549633896144
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Lualaba,Lualaba,Sandoa,Sandoa,,,Africa/Lubumbashi,UTC +2.0,-9.44502273149998,23.0273948720724
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Mai-Ndombe,Mai-Ndombe,Bolobo,Bolobo,,,Africa/Kinshasa,UTC +1.0,-2.68820291745923,16.3838566778463
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Mai-Ndombe,Mai-Ndombe,Bolobo (ville),Bolobo (ville),,,Africa/Kinshasa,UTC +1.0,-2.16624572340538,16.2427303936676
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Mai-Ndombe,Mai-Ndombe,Inongo,Inongo,,,Africa/Kinshasa,UTC +1.0,-1.92184408805088,18.1572156124177
Democratic Republic of the Congo,Democratic Republic of the Congo,CD,,Mai-Ndombe,Mai-Ndombe,Inongo (ville),Inongo (ville),,,Africa/Kinshasa,UTC +1.0,-1.96259826795178,18.2817364561011
